30366168100;NO
12300143810;YES
6050116644;NO
2130865062;YES
52506580166;NO
74022710560;YES
13207081452;NO
61683383494;YES
45865477820;NO
28777351096;YES
87884472783;NO
12465625101;YES
65487243301;NO
26861131032;YES
77602723678;NO
20048577812;YES
56406120701;NO
17762370137;YES
42411746555;NO
8385058648;YES
25047810755;NO
72823336613;YES
6053716367;NO
68022823643;YES
16122862401;NO
47661466465;YES
47174071139;NO
22754112839;YES
76713204201;NO
71648764797;YES
63467703224;NO
54377734040;YES
38543103150;NO
76644610811;YES
10124747043;NO
48345670105;YES
13650512181;NO
48171143202;YES
56320201509;NO
85823867611;YES
7374150458;NO
30422463612;YES
64073084291;NO
1640684220;YES
37550816280;NO
22320065652;YES
35035667162;NO
24074847205;YES
33133775138;NO
61078617007;YES
40172227810;NO
64124687818;YES
22570831131;NO
87362104472;YES
14384622120;NO
32064110682;YES
60031066461;NO
46221137241;YES
38700634670;NO
78138138637;YES
68106362000;NO
50262035740;YES
72555158510;NO
14444757116;YES
33828018335;NO
87156888870;YES
10254138578;NO
12717673687;YES
61232474258;NO
73110282305;YES
27331744100;NO
53524535534;YES
54037825325;NO
17612787890;YES
51634477340;NO
5301767186;YES
81734014466;NO
87272138890;YES
16017446843;NO
46235808496;YES
12547640201;NO
75443258656;YES
3633057005;NO
80870175874;YES
47542800833;NO
1131761120;YES
31866014609;NO
16655322111;YES
67223751029;NO
51066620440;YES
77372560080;NO
51308550006;YES
28554400844;NO
12624132147;YES
40352375663;NO
45767610568;YES
46810100814;NO
81764677072;YES
30556360745;NO
81225130697;YES
41054110204;NO
27146435407;YES
33782878450;NO
30157731863;YES
64870580845;NO
42036108261;YES
52421708400;NO
60040741796;YES
52138136744;NO
13222853142;YES
24577602326;NO
2567251790;YES
41171032889;NO
68783040595;YES
44340884162;NO
53407384009;YES
4044207615;NO
72484845049;YES
48851007470;NO
56620052819;YES
27585262477;NO
46283753809;YES
73834128503;NO
74784166599;YES
8221486680;NO
64150853282;YES
18770766789;NO
16241342541;YES
42808140584;NO
61010027565;YES
30672568241;NO
3376535779;YES
60675333407;NO
42843142032;YES
64843345601;NO
67113378838;YES
84500132678;NO
23738010513;YES
41432837192;NO
55408338720;YES
61336730366;NO
65614140204;YES
6400018158;NO
88484532607;YES
47066260481;NO
67210338284;YES
17057208111;NO
3763746595;YES
81687212252;NO
82448246114;YES
81805730282;NO
54555884515;YES
51468386310;NO
3158255103;YES
43406181520;NO
83537365004;YES
12378868480;NO
85254048530;YES
28240380808;NO
3603040368;YES
3134761521;NO
68531068657;YES
70621384879;NO
27387540152;YES
76854760615;NO
61705533167;YES
85404458593;NO
52284757456;YES
56787746113;NO
12281763706;YES
7006740711;NO
6278064731;YES
57334771214;NO
3147676064;YES
5844613481;NO
57460112828;YES
78006273731;NO
25755085765;YES
4630514244;NO
87165616195;YES
67277888391;NO
78733444609;YES
17476188705;NO
84777245470;YES
50074107216;NO
11525020188;YES
72722826577;NO
4158657865;YES
6866037379;NO
47206028438;YES
8672810309;NO
42207847721;YES
23205775139;NO
74020263450;YES
54337227083;NO
58654842490;YES
21374117846;NO
57416023203;YES
24882122022;NO
16685246359;YES
63048610103;NO
46745174600;YES
22850533041;NO
70004135571;YES
52232521010;NO
2745270818;YES
45704802761;NO
7571626307;YES
64807347772;NO
27058416605;YES
15146554463;NO
14340477338;YES
16317535841;NO
1634356853;YES
6085308400;NO
22117654240;YES
546254241;NO
15872300034;YES
43766385283;NO
36667160758;YES
65622446171;NO
6283725740;YES
87801777514;NO
66523750019;YES
26582480596;NO
71142662780;YES
72825424498;NO
14786526754;YES
823058549;NO
7651740815;YES
14216238386;NO
21443160660;YES
51457354306;NO
66376143601;YES
45527755618;NO
35712570815;YES
6687447742;NO
51411568770;YES
61563623633;NO
53767416808;YES
40677148232;NO
11286613736;YES
6773664349;NO
35464833161;YES
53568218674;NO
81480280798;YES
15730770626;NO
77004381102;YES
3214155407;NO
82210583519;YES
25400887082;NO
60747383197;YES
67348642861;NO
72530717788;YES
3748457278;NO
4127122706;YES
6777800360;NO
66201628517;YES
345707567;NO
75718377405;YES
35153327078;NO
3511307481;YES
71523407735;NO
10213652706;YES
60445336463;NO
12022216296;YES
34750307726;NO
77227018849;YES
33114222528;NO
63183878119;YES
60365773549;NO
67237827391;YES
67080634504;NO
72763544584;YES
50256781702;NO
64778614534;YES
28386117044;NO
18433436066;YES
17452343816;NO
63878115466;YES
24863252803;NO
15514265447;YES
82758810565;NO
58571648506;YES
35135847170;NO
76505451307;YES
26422024703;NO
73070263097;YES
55212110556;NO
21240371373;YES
12816770001;NO
13637304287;YES
11585727431;NO
48314564893;YES
55470582701;NO
74340078697;YES
85001334659;NO
47400650106;YES
50005258847;NO
52121440607;YES
41633710289;NO
17881772077;YES
237872790;NO
62824174307;YES
67860333503;NO
35855246302;YES
20465874800;NO
55581876460;YES
87873617521;NO
85442275549;YES
34872584201;NO
13234274495;YES
51850300038;NO
41105224201;YES
75364523144;NO
15815025240;YES
56062086605;NO
14641221219;YES
24775722450;NO
6785570042;YES
2631672836;NO
73625047217;YES
36371667203;NO
57550874239;YES
62832506372;NO
36038488103;YES
13765205249;NO
63356722271;YES
86480077555;NO
86145450371;YES
3118677821;NO
80501546294;YES
32183578700;NO
14444427752;YES
33516313242;NO
15702453557;YES
84426284600;NO
47588652560;YES
40808786059;NO
76402757330;YES
165148586;NO
24721243332;YES
22607815274;NO
85575444805;YES
36468873118;NO
87653377190;YES
12032745216;NO
31455755389;YES
10363458310;NO
21460655087;YES
57061035692;NO
66386133757;YES
46456866316;NO
76725736084;YES
83766437208;NO
20188072420;YES
74300561729;NO
55664238097;YES
33425312235;NO
17180586595;YES
84310850375;NO
61411140168;YES
78087417100;NO
30124323537;YES
14025617846;NO
25580573405;YES
80254312748;NO
12403613355;YES
58386605030;NO
80717084612;YES
22213423130;NO
82003553657;YES
18475766307;NO
7524384840;YES
75715111196;NO
87253556518;YES
82182700609;NO
85672153151;YES
43156020869;NO
60303265116;YES
38514031260;NO
71286735718;YES
55880801063;NO
62551021146;YES
75011570819;NO
80325506159;YES
34147032540;NO
74514824305;YES
57252501566;NO
46854215234;YES
78021557206;NO
5316580664;YES
63610250631;NO
52110485396;YES
30817313133;NO
55370687102;YES
32681361257;NO
